AnoMesDia,Instancia,DataSource,QtdConexoesCriadasDia
20241213,srvpje1goutjb39,PjeDS,6494
20241213,srvpje1goutjb39,PjeDspace,0
20241213,srvpje1goutjb39,PjeLogDS,70
20241213,srvpje1goutjb39,STM,0
20241213,srvpje1goutjb39,TBT,0
20241213,srvpje1goutjb39,TRF1,0
20241213,srvpje1goutjb39,UBE,0
20241213,srvpje1goutjb39,UDI,0
20241213,srvpje1goutjb40,ILS,0
20241213,srvpje1goutjb40,ITZ,0
20241213,srvpje1goutjb40,JFAC,0
20241213,srvpje1goutjb40,JFAM,0
20241213,srvpje1goutjb40,JFAP2,0
20241213,srvpje1goutjb40,JFAP,0
20241213,srvpje1goutjb40,JFBA,0
20241213,srvpje1goutjb40,JFDF,0
20241213,srvpje1goutjb40,JFGO,0
20241213,srvpje1goutjb40,JFMA,0
20241213,srvpje1goutjb40,JFMG,0
20241213,srvpje1goutjb40,JFMT,0
20241213,srvpje1goutjb40,JFO,0
20241213,srvpje1goutjb40,JFPA,0
20241213,srvpje1goutjb40,JFPI,0
20241213,srvpje1goutjb40,JFRO,0
20241213,srvpje1goutjb40,JFRR,0
20241213,srvpje1goutjb40,JFTO,0
20241213,srvpje1goutjb40,MBA,0
20241213,srvpje1goutjb40,PSS,0
20241213,srvpje1goutjb40,PjeDS,6328
20241213,srvpje1goutjb40,PjeDspace,0
20241213,srvpje1goutjb40,PjeLogDS,63
20241213,srvpje1goutjb40,STM,0
20241213,srvpje1goutjb40,TBT,0
20241213,srvpje1goutjb40,TRF1,0
20241213,srvpje1goutjb40,UBE,0
20241213,srvpje1goutjb40,UDI,0
20241213,srvpje1goutjb41,ILS,0
20241213,srvpje1goutjb41,ITZ,0
20241213,srvpje1goutjb41,JFAC,0
20241213,srvpje1goutjb41,JFAM,0
20241213,srvpje1goutjb41,JFAP2,0
20241213,srvpje1goutjb41,JFAP,0
20241213,srvpje1goutjb41,JFBA,0
20241213,srvpje1goutjb41,JFDF,0
20241213,srvpje1goutjb41,JFGO,0
20241213,srvpje1goutjb41,JFMA,0
20241213,srvpje1goutjb41,JFMG,0
20241213,srvpje1goutjb41,JFMT,0
20241213,srvpje1goutjb41,JFO,0
20241213,srvpje1goutjb41,JFPA,0
20241213,srvpje1goutjb41,JFPI,0
20241213,srvpje1goutjb41,JFRO,0
20241213,srvpje1goutjb41,JFRR,0
20241213,srvpje1goutjb41,JFTO,0
20241213,srvpje1goutjb41,MBA,0
20241213,srvpje1goutjb41,PSS,0
20241213,srvpje1goutjb41,PjeDS,5382
20241213,srvpje1goutjb41,PjeDspace,0
20241213,srvpje1goutjb41,PjeLogDS,82
20241213,srvpje1goutjb41,STM,0
20241213,srvpje1goutjb41,TBT,0
20241213,srvpje1goutjb41,TRF1,0
20241213,srvpje1goutjb41,UBE,0
20241213,srvpje1goutjb41,UDI,0
20241213,srvpje1goutjb42,ILS,0
20241213,srvpje1goutjb42,ITZ,0
20241213,srvpje1goutjb42,JFAC,0
20241213,srvpje1goutjb42,JFAM,0
20241213,srvpje1goutjb42,JFAP2,0
20241213,srvpje1goutjb42,JFAP,0
20241213,srvpje1goutjb42,JFBA,0
20241213,srvpje1goutjb42,JFDF,0
20241213,srvpje1goutjb42,JFGO,0
20241213,srvpje1goutjb42,JFMA,0
20241213,srvpje1goutjb42,JFMG,0
20241213,srvpje1goutjb42,JFMT,0
20241213,srvpje1goutjb42,JFO,0
20241213,srvpje1goutjb42,JFPA,0
20241213,srvpje1goutjb42,JFPI,0
20241213,srvpje1goutjb42,JFRO,0
20241213,srvpje1goutjb42,JFRR,0
20241213,srvpje1goutjb42,JFTO,0
20241213,srvpje1goutjb42,MBA,0
20241213,srvpje1goutjb42,PSS,0
20241213,srvpje1goutjb42,PjeDS,3782
20241213,srvpje1goutjb42,PjeDspace,0
20241213,srvpje1goutjb42,PjeLogDS,39
20241213,srvpje1goutjb42,STM,0
20241213,srvpje1goutjb42,TBT,0
20241213,srvpje1goutjb42,TRF1,0
20241213,srvpje1goutjb42,UBE,0
20241213,srvpje1goutjb42,UDI,0
20241213,srvpje1goutjb43,ILS,0
20241213,srvpje1goutjb43,ITZ,0
20241213,srvpje1goutjb43,JFAC,0
20241213,srvpje1goutjb43,JFAM,0
20241213,srvpje1goutjb43,JFAP2,0
20241213,srvpje1goutjb43,JFAP,0
20241213,srvpje1goutjb43,JFBA,0
20241213,srvpje1goutjb43,JFDF,0
20241213,srvpje1goutjb43,JFGO,0
20241213,srvpje1goutjb43,JFMA,0
20241213,srvpje1goutjb43,JFMG,0
20241213,srvpje1goutjb43,JFMT,0
20241213,srvpje1goutjb43,JFO,0
20241213,srvpje1goutjb43,JFPA,0
20241213,srvpje1goutjb43,JFPI,0
20241213,srvpje1goutjb43,JFRO,0
20241213,srvpje1goutjb43,JFRR,0
20241213,srvpje1goutjb43,JFTO,0
20241213,srvpje1goutjb43,MBA,0
20241213,srvpje1goutjb43,PSS,0
20241213,srvpje1goutjb43,PjeDS,5454
20241213,srvpje1goutjb43,PjeDspace,0
20241213,srvpje1goutjb43,PjeLogDS,58
20241213,srvpje1goutjb43,STM,0
20241213,srvpje1goutjb43,TBT,0
20241213,srvpje1goutjb43,TRF1,0
20241213,srvpje1goutjb43,UBE,0
20241213,srvpje1goutjb43,UDI,0
20241213,srvpje1goutjb44,ILS,0
20241213,srvpje1goutjb44,ITZ,0
20241213,srvpje1goutjb44,JFAC,0
20241213,srvpje1goutjb44,JFAM,0
20241213,srvpje1goutjb44,JFAP2,0
20241213,srvpje1goutjb44,JFAP,0
20241213,srvpje1goutjb44,JFBA,0
20241213,srvpje1goutjb44,JFDF,0
20241213,srvpje1goutjb44,JFGO,0
20241213,srvpje1goutjb44,JFMA,0
20241213,srvpje1goutjb44,JFMG,0
20241213,srvpje1goutjb44,JFMT,0
20241213,srvpje1goutjb44,JFO,0
20241213,srvpje1goutjb44,JFPA,0
20241213,srvpje1goutjb44,JFPI,0
20241213,srvpje1goutjb44,JFRO,0
20241213,srvpje1goutjb44,JFRR,0
20241213,srvpje1goutjb44,JFTO,0
20241213,srvpje1goutjb44,MBA,0
20241213,srvpje1goutjb44,PSS,0
20241213,srvpje1goutjb44,PjeDS,5156
20241213,srvpje1goutjb44,PjeDspace,0
20241213,srvpje1goutjb44,PjeLogDS,59
20241213,srvpje1goutjb44,STM,0
20241213,srvpje1goutjb44,TBT,0
20241213,srvpje1goutjb44,TRF1,0
20241213,srvpje1goutjb44,UBE,0
20241213,srvpje1goutjb44,UDI,0
20241213,srvpje1goutjb45,ILS,0
20241213,srvpje1goutjb45,ITZ,0
20241213,srvpje1goutjb45,JFAC,0
20241213,srvpje1goutjb45,JFAM,0
20241213,srvpje1goutjb45,JFAP2,0
20241213,srvpje1goutjb45,JFAP,0
20241213,srvpje1goutjb45,JFBA,0
20241213,srvpje1goutjb45,JFDF,0
20241213,srvpje1goutjb45,JFGO,0
20241213,srvpje1goutjb45,JFMA,0
20241213,srvpje1goutjb45,JFMG,0
20241213,srvpje1goutjb45,JFMT,0
20241213,srvpje1goutjb45,JFO,0
20241213,srvpje1goutjb45,JFPA,0
20241213,srvpje1goutjb45,JFPI,0
20241213,srvpje1goutjb45,JFRO,0
20241213,srvpje1goutjb45,JFRR,0
20241213,srvpje1goutjb45,JFTO,0
20241213,srvpje1goutjb45,MBA,0
20241213,srvpje1goutjb45,PSS,0
20241213,srvpje1goutjb45,PjeDS,5656
20241213,srvpje1goutjb45,PjeDspace,0
20241213,srvpje1goutjb45,PjeLogDS,77
20241213,srvpje1goutjb45,STM,0
20241213,srvpje1goutjb45,TBT,0
20241213,srvpje1goutjb45,TRF1,0
20241213,srvpje1goutjb45,UBE,0
20241213,srvpje1goutjb45,UDI,0
20241213,srvpje1goutjb46,ILS,0
20241213,srvpje1goutjb46,ITZ,0
20241213,srvpje1goutjb46,JFAC,0
20241213,srvpje1goutjb46,JFAM,0
20241213,srvpje1goutjb46,JFAP2,0
20241213,srvpje1goutjb46,JFAP,0
20241213,srvpje1goutjb46,JFBA,0
20241213,srvpje1goutjb46,JFDF,0
20241213,srvpje1goutjb46,JFGO,0
20241213,srvpje1goutjb46,JFMA,0
20241213,srvpje1goutjb46,JFMG,0
20241213,srvpje1goutjb46,JFMT,0
20241213,srvpje1goutjb46,JFO,0
20241213,srvpje1goutjb46,JFPA,0
20241213,srvpje1goutjb46,JFPI,0
20241213,srvpje1goutjb46,JFRO,0
20241213,srvpje1goutjb46,JFRR,0
20241213,srvpje1goutjb46,JFTO,0
20241213,srvpje1goutjb46,MBA,0
20241213,srvpje1goutjb46,PSS,0
20241213,srvpje1goutjb46,PjeDS,6976
20241213,srvpje1goutjb46,PjeDspace,0
20241213,srvpje1goutjb46,PjeLogDS,71
20241213,srvpje1goutjb46,STM,0
20241213,srvpje1goutjb46,TBT,0
20241213,srvpje1goutjb46,TRF1,0
20241213,srvpje1goutjb46,UBE,0
20241213,srvpje1goutjb46,UDI,0
20241213,srvpje1goutjb47,ILS,0
20241213,srvpje1goutjb47,ITZ,0
20241213,srvpje1goutjb47,JFAC,0
20241213,srvpje1goutjb47,JFAM,0
20241213,srvpje1goutjb47,JFAP2,0
20241213,srvpje1goutjb47,JFAP,0
20241213,srvpje1goutjb47,JFBA,0
20241213,srvpje1goutjb47,JFDF,0
20241213,srvpje1goutjb47,JFGO,0
20241213,srvpje1goutjb47,JFMA,0
20241213,srvpje1goutjb47,JFMG,0
20241213,srvpje1goutjb47,JFMT,0
20241213,srvpje1goutjb47,JFO,0
20241213,srvpje1goutjb47,JFPA,0
20241213,srvpje1goutjb47,JFPI,0
20241213,srvpje1goutjb47,JFRO,0
20241213,srvpje1goutjb47,JFRR,0
20241213,srvpje1goutjb47,JFTO,0
20241213,srvpje1goutjb47,MBA,0
20241213,srvpje1goutjb47,PSS,0
20241213,srvpje1goutjb47,PjeDS,6080
20241213,srvpje1goutjb47,PjeDspace,0
20241213,srvpje1goutjb47,PjeLogDS,44
20241213,srvpje1goutjb47,STM,0
20241213,srvpje1goutjb47,TBT,0
20241213,srvpje1goutjb47,TRF1,0
20241213,srvpje1goutjb47,UBE,0
20241213,srvpje1goutjb47,UDI,0
20241213,srvpje1goutjb48,ILS,0
20241213,srvpje1goutjb48,ITZ,0
20241213,srvpje1goutjb48,JFAC,0
20241213,srvpje1goutjb48,JFAM,0
20241213,srvpje1goutjb48,JFAP2,0
20241213,srvpje1goutjb48,JFAP,0
20241213,srvpje1goutjb48,JFBA,0
20241213,srvpje1goutjb48,JFDF,0
20241213,srvpje1goutjb48,JFGO,0
20241213,srvpje1goutjb48,JFMA,0
20241213,srvpje1goutjb48,JFMG,0
20241213,srvpje1goutjb48,JFMT,0
20241213,srvpje1goutjb48,JFO,0
20241213,srvpje1goutjb48,JFPA,0
20241213,srvpje1goutjb48,JFPI,0
20241213,srvpje1goutjb48,JFRO,0
20241213,srvpje1goutjb48,JFRR,0
20241213,srvpje1goutjb48,JFTO,0
20241213,srvpje1goutjb48,MBA,0
20241213,srvpje1goutjb48,PSS,0
20241213,srvpje1goutjb48,PjeDS,5005
20241213,srvpje1goutjb48,PjeDspace,0
20241213,srvpje1goutjb48,PjeLogDS,66
20241213,srvpje1goutjb48,STM,0
20241213,srvpje1goutjb48,TBT,0
20241213,srvpje1goutjb48,TRF1,0
20241213,srvpje1goutjb48,UBE,0
20241213,srvpje1goutjb48,UDI,0
20241213,srvpje1goutjb49,ILS,0
20241213,srvpje1goutjb49,ITZ,0
20241213,srvpje1goutjb49,JFAC,0
20241213,srvpje1goutjb49,JFAM,0
20241213,srvpje1goutjb49,JFAP2,0
20241213,srvpje1goutjb49,JFAP,0
20241213,srvpje1goutjb49,JFBA,0
20241213,srvpje1goutjb49,JFDF,0
20241213,srvpje1goutjb49,JFGO,0
20241213,srvpje1goutjb49,JFMA,0
20241213,srvpje1goutjb49,JFMG,0
20241213,srvpje1goutjb49,JFMT,0
20241213,srvpje1goutjb49,JFO,0
20241213,srvpje1goutjb49,JFPA,0
20241213,srvpje1goutjb49,JFPI,0
20241213,srvpje1goutjb49,JFRO,0
20241213,srvpje1goutjb49,JFRR,0
20241213,srvpje1goutjb49,JFTO,0
20241213,srvpje1goutjb49,MBA,0
20241213,srvpje1goutjb49,PSS,0
20241213,srvpje1goutjb49,PjeDS,5311
20241213,srvpje1goutjb49,PjeDspace,0
20241213,srvpje1goutjb49,PjeLogDS,72
20241213,srvpje1goutjb49,STM,0
20241213,srvpje1goutjb49,TBT,0
20241213,srvpje1goutjb49,TRF1,0
20241213,srvpje1goutjb49,UBE,0
20241213,srvpje1goutjb49,UDI,0
20241213,srvpje1goutjb50,ILS,0
20241213,srvpje1goutjb50,ITZ,0
20241213,srvpje1goutjb50,JFAC,0
20241213,srvpje1goutjb50,JFAM,0
20241213,srvpje1goutjb50,JFAP2,0
20241213,srvpje1goutjb50,JFAP,0
20241213,srvpje1goutjb50,JFBA,0
20241213,srvpje1goutjb50,JFDF,0
20241213,srvpje1goutjb50,JFGO,0
20241213,srvpje1goutjb50,JFMA,0
20241213,srvpje1goutjb50,JFMG,0
20241213,srvpje1goutjb50,JFMT,0
20241213,srvpje1goutjb50,JFO,0
20241213,srvpje1goutjb50,JFPA,0
20241213,srvpje1goutjb50,JFPI,0
20241213,srvpje1goutjb50,JFRO,0
20241213,srvpje1goutjb50,JFRR,0
20241213,srvpje1goutjb50,JFTO,0
20241213,srvpje1goutjb50,MBA,0
20241213,srvpje1goutjb50,PSS,0
20241213,srvpje1goutjb50,PjeDS,5669
20241213,srvpje1goutjb50,PjeDspace,0
20241213,srvpje1goutjb50,PjeLogDS,68
20241213,srvpje1goutjb50,STM,0
20241213,srvpje1goutjb50,TBT,0
20241213,srvpje1goutjb50,TRF1,0
20241213,srvpje1goutjb50,UBE,0
20241213,srvpje1goutjb50,UDI,0
20241213,srvpje1goutjb51,ILS,0
20241213,srvpje1goutjb51,ITZ,0
20241213,srvpje1goutjb51,JFAC,0
20241213,srvpje1goutjb51,JFAM,0
20241213,srvpje1goutjb51,JFAP2,0
20241213,srvpje1goutjb51,JFAP,0
20241213,srvpje1goutjb51,JFBA,0
20241213,srvpje1goutjb51,JFDF,0
20241213,srvpje1goutjb51,JFGO,0
20241213,srvpje1goutjb51,JFMA,0
20241213,srvpje1goutjb51,JFMG,0
20241213,srvpje1goutjb51,JFMT,0
20241213,srvpje1goutjb51,JFO,0
20241213,srvpje1goutjb51,JFPA,0
20241213,srvpje1goutjb51,JFPI,0
20241213,srvpje1goutjb51,JFRO,0
20241213,srvpje1goutjb51,JFRR,0
20241213,srvpje1goutjb51,JFTO,0
20241213,srvpje1goutjb51,MBA,0
20241213,srvpje1goutjb51,PSS,0
20241213,srvpje1goutjb51,PjeDS,5175
20241213,srvpje1goutjb51,PjeDspace,0
20241213,srvpje1goutjb51,PjeLogDS,71
20241213,srvpje1goutjb51,STM,0
20241213,srvpje1goutjb51,TBT,0
20241213,srvpje1goutjb51,TRF1,0
20241213,srvpje1goutjb51,UBE,0
20241213,srvpje1goutjb51,UDI,0
20241213,srvpje1goutjb52,ILS,0
20241213,srvpje1goutjb52,ITZ,0
20241213,srvpje1goutjb52,JFAC,0
20241213,srvpje1goutjb52,JFAM,0
20241213,srvpje1goutjb52,JFAP2,0
20241213,srvpje1goutjb52,JFAP,0
20241213,srvpje1goutjb52,JFBA,0
20241213,srvpje1goutjb52,JFDF,0
20241213,srvpje1goutjb52,JFGO,0
20241213,srvpje1goutjb52,JFMA,0
20241213,srvpje1goutjb52,JFMG,0
20241213,srvpje1goutjb52,JFMT,0
20241213,srvpje1goutjb52,JFO,0
20241213,srvpje1goutjb52,JFPA,0
20241213,srvpje1goutjb52,JFPI,0
20241213,srvpje1goutjb52,JFRO,0
20241213,srvpje1goutjb52,JFRR,0
20241213,srvpje1goutjb52,JFTO,0
20241213,srvpje1goutjb52,MBA,0
20241213,srvpje1goutjb52,PSS,0
20241213,srvpje1goutjb52,PjeDS,5364
20241213,srvpje1goutjb52,PjeDspace,0
20241213,srvpje1goutjb52,PjeLogDS,73
20241213,srvpje1goutjb52,STM,0
20241213,srvpje1goutjb52,TBT,0
20241213,srvpje1goutjb52,TRF1,0
20241213,srvpje1goutjb52,UBE,0
20241213,srvpje1goutjb52,UDI,0
20241213,srvpje1goutjb53,ILS,0
20241213,srvpje1goutjb53,ITZ,0
20241213,srvpje1goutjb53,JFAC,0
20241213,srvpje1goutjb53,JFAM,0
20241213,srvpje1goutjb53,JFAP2,0
20241213,srvpje1goutjb53,JFAP,0
20241213,srvpje1goutjb53,JFBA,0
20241213,srvpje1goutjb53,JFDF,0
20241213,srvpje1goutjb53,JFGO,0
20241213,srvpje1goutjb53,JFMA,0
20241213,srvpje1goutjb53,JFMG,0
20241213,srvpje1goutjb53,JFMT,0
20241213,srvpje1goutjb53,JFO,0
20241213,srvpje1goutjb53,JFPA,0
20241213,srvpje1goutjb53,JFPI,0
20241213,srvpje1goutjb53,JFRO,0
20241213,srvpje1goutjb53,JFRR,0
20241213,srvpje1goutjb53,JFTO,0
20241213,srvpje1goutjb53,MBA,0
20241213,srvpje1goutjb53,PSS,0
20241213,srvpje1goutjb53,PjeDS,5582
20241213,srvpje1goutjb53,PjeDspace,0
20241213,srvpje1goutjb53,PjeLogDS,53
20241213,srvpje1goutjb53,STM,0
20241213,srvpje1goutjb53,TBT,0
20241213,srvpje1goutjb53,TRF1,0
20241213,srvpje1goutjb53,UBE,0
20241213,srvpje1goutjb53,UDI,0
20241213,srvpje1goutjb54,ILS,0
20241213,srvpje1goutjb54,ITZ,0
20241213,srvpje1goutjb54,JFAC,0
20241213,srvpje1goutjb54,JFAM,0
20241213,srvpje1goutjb54,JFAP2,0
20241213,srvpje1goutjb54,JFAP,0
20241213,srvpje1goutjb54,JFBA,0
20241213,srvpje1goutjb54,JFDF,0
20241213,srvpje1goutjb54,JFGO,0
20241213,srvpje1goutjb54,JFMA,0
20241213,srvpje1goutjb54,JFMG,0
20241213,srvpje1goutjb54,JFMT,0
20241213,srvpje1goutjb54,JFO,0
20241213,srvpje1goutjb54,JFPA,0
20241213,srvpje1goutjb54,JFPI,0
20241213,srvpje1goutjb54,JFRO,0
20241213,srvpje1goutjb54,JFRR,0
20241213,srvpje1goutjb54,JFTO,0
20241213,srvpje1goutjb54,MBA,0
20241213,srvpje1goutjb54,PSS,0
20241213,srvpje1goutjb54,PjeDS,5354
20241213,srvpje1goutjb54,PjeDspace,0
20241213,srvpje1goutjb54,PjeLogDS,69
20241213,srvpje1goutjb54,STM,0
20241213,srvpje1goutjb54,TBT,0
20241213,srvpje1goutjb54,TRF1,0
20241213,srvpje1goutjb54,UBE,0
20241213,srvpje1goutjb54,UDI,0
20241213,srvpje1goutjb55,ILS,0
20241213,srvpje1goutjb55,ITZ,0
20241213,srvpje1goutjb55,JFAC,0
20241213,srvpje1goutjb55,JFAM,0
20241213,srvpje1goutjb55,JFAP2,0
20241213,srvpje1goutjb55,JFAP,0
20241213,srvpje1goutjb55,JFBA,0
20241213,srvpje1goutjb55,JFDF,0
20241213,srvpje1goutjb55,JFGO,0
20241213,srvpje1goutjb55,JFMA,0
20241213,srvpje1goutjb55,JFMG,0
20241213,srvpje1goutjb55,JFMT,0
20241213,srvpje1goutjb55,JFO,0
20241213,srvpje1goutjb55,JFPA,0
20241213,srvpje1goutjb55,JFPI,0
20241213,srvpje1goutjb55,JFRO,0
20241213,srvpje1goutjb55,JFRR,0
20241213,srvpje1goutjb55,JFTO,0
20241213,srvpje1goutjb55,MBA,0
20241213,srvpje1goutjb55,PSS,0
20241213,srvpje1goutjb55,PjeDS,5063
20241213,srvpje1goutjb55,PjeDspace,0
20241213,srvpje1goutjb55,PjeLogDS,58
20241213,srvpje1goutjb55,STM,0
20241213,srvpje1goutjb55,TBT,0
20241213,srvpje1goutjb55,TRF1,0
20241213,srvpje1goutjb55,UBE,0
20241213,srvpje1goutjb55,UDI,0
20241213,srvpje1goutjb56,ILS,0
20241213,srvpje1goutjb56,ITZ,0
20241213,srvpje1goutjb56,JFAC,0
20241213,srvpje1goutjb56,JFAM,0
20241213,srvpje1goutjb56,JFAP2,0
20241213,srvpje1goutjb56,JFAP,0
20241213,srvpje1goutjb56,JFBA,0
20241213,srvpje1goutjb56,JFDF,0
20241213,srvpje1goutjb56,JFGO,0
20241213,srvpje1goutjb56,JFMA,0
20241213,srvpje1goutjb56,JFMG,0
20241213,srvpje1goutjb56,JFMT,0
20241213,srvpje1goutjb56,JFO,0
20241213,srvpje1goutjb56,JFPA,0
20241213,srvpje1goutjb56,JFPI,0
20241213,srvpje1goutjb56,JFRO,0
20241213,srvpje1goutjb56,JFRR,0
20241213,srvpje1goutjb56,JFTO,0
20241213,srvpje1goutjb56,MBA,0
20241213,srvpje1goutjb56,PSS,0
20241213,srvpje1goutjb56,PjeDS,5215
20241213,srvpje1goutjb56,PjeDspace,0
20241213,srvpje1goutjb56,PjeLogDS,92
20241213,srvpje1goutjb56,STM,0
20241213,srvpje1goutjb56,TBT,0
20241213,srvpje1goutjb56,TRF1,0
20241213,srvpje1goutjb56,UBE,0
20241213,srvpje1goutjb56,UDI,0
20241213,srvpje1goutjb57,ILS,0
20241213,srvpje1goutjb57,ITZ,0
20241213,srvpje1goutjb57,JFAC,0
20241213,srvpje1goutjb57,JFAM,0
20241213,srvpje1goutjb57,JFAP2,0
20241213,srvpje1goutjb57,JFAP,0
20241213,srvpje1goutjb57,JFBA,0
20241213,srvpje1goutjb57,JFDF,0
20241213,srvpje1goutjb57,JFGO,0
20241213,srvpje1goutjb57,JFMA,0
20241213,srvpje1goutjb57,JFMG,0
20241213,srvpje1goutjb57,JFMT,0
20241213,srvpje1goutjb57,JFO,0
20241213,srvpje1goutjb57,JFPA,0
20241213,srvpje1goutjb57,JFPI,0
20241213,srvpje1goutjb57,JFRO,0
20241213,srvpje1goutjb57,JFRR,0
20241213,srvpje1goutjb57,JFTO,0
20241213,srvpje1goutjb57,MBA,0
20241213,srvpje1goutjb57,PSS,0
20241213,srvpje1goutjb57,PjeDS,5482
20241213,srvpje1goutjb57,PjeDspace,0
20241213,srvpje1goutjb57,PjeLogDS,73
20241213,srvpje1goutjb57,STM,0
20241213,srvpje1goutjb57,TBT,0
20241213,srvpje1goutjb57,TRF1,0
20241213,srvpje1goutjb57,UBE,0
20241213,srvpje1goutjb57,UDI,0
20241213,srvpje1goutjb58,ILS,0
20241213,srvpje1goutjb58,ITZ,0
20241213,srvpje1goutjb58,JFAC,0
20241213,srvpje1goutjb58,JFAM,0
20241213,srvpje1goutjb58,JFAP2,0
20241213,srvpje1goutjb58,JFAP,0
20241213,srvpje1goutjb58,JFBA,0
20241213,srvpje1goutjb58,JFDF,0
20241213,srvpje1goutjb58,JFGO,0
20241213,srvpje1goutjb58,JFMA,0
20241213,srvpje1goutjb58,JFMG,0
20241213,srvpje1goutjb58,JFMT,0
20241213,srvpje1goutjb58,JFO,0
20241213,srvpje1goutjb58,JFPA,0
20241213,srvpje1goutjb58,JFPI,0
20241213,srvpje1goutjb58,JFRO,0
20241213,srvpje1goutjb58,JFRR,0
20241213,srvpje1goutjb58,JFTO,0
20241213,srvpje1goutjb58,MBA,0
20241213,srvpje1goutjb58,PSS,0
20241213,srvpje1goutjb58,PjeDS,5037
20241213,srvpje1goutjb58,PjeDspace,0
20241213,srvpje1goutjb58,PjeLogDS,57
20241213,srvpje1goutjb58,STM,0
20241213,srvpje1goutjb58,TBT,0
20241213,srvpje1goutjb58,TRF1,0
20241213,srvpje1goutjb58,UBE,0
20241213,srvpje1goutjb58,UDI,0
20241213,srvpje1goutjb59,ILS,0
20241213,srvpje1goutjb59,ITZ,0
20241213,srvpje1goutjb59,JFAC,0
20241213,srvpje1goutjb59,JFAM,0
20241213,srvpje1goutjb59,JFAP2,0
20241213,srvpje1goutjb59,JFAP,0
20241213,srvpje1goutjb59,JFBA,0
20241213,srvpje1goutjb59,JFDF,0
20241213,srvpje1goutjb59,JFGO,0
20241213,srvpje1goutjb59,JFMA,0
20241213,srvpje1goutjb59,JFMG,0
20241213,srvpje1goutjb59,JFMT,0
20241213,srvpje1goutjb59,JFO,0
20241213,srvpje1goutjb59,JFPA,0
20241213,srvpje1goutjb59,JFPI,0
20241213,srvpje1goutjb59,JFRO,0
20241213,srvpje1goutjb59,JFRR,0
20241213,srvpje1goutjb59,JFTO,0
20241213,srvpje1goutjb59,MBA,0
20241213,srvpje1goutjb59,PSS,0
20241213,srvpje1goutjb59,PjeDS,5298
20241213,srvpje1goutjb59,PjeDspace,0
20241213,srvpje1goutjb59,PjeLogDS,70
20241213,srvpje1goutjb59,STM,0
20241213,srvpje1goutjb59,TBT,0
20241213,srvpje1goutjb59,TRF1,0
20241213,srvpje1goutjb59,UBE,0
20241213,srvpje1goutjb59,UDI,0
20241213,srvpje1goutjb60,ILS,0
20241213,srvpje1goutjb60,ITZ,0
20241213,srvpje1goutjb60,JFAC,0
20241213,srvpje1goutjb60,JFAM,0
20241213,srvpje1goutjb60,JFAP2,0
20241213,srvpje1goutjb60,JFAP,0
20241213,srvpje1goutjb60,JFBA,0
20241213,srvpje1goutjb60,JFDF,0
20241213,srvpje1goutjb60,JFGO,0
20241213,srvpje1goutjb60,JFMA,0
20241213,srvpje1goutjb60,JFMG,0
20241213,srvpje1goutjb60,JFMT,0
20241213,srvpje1goutjb60,JFO,0
20241213,srvpje1goutjb60,JFPA,0
20241213,srvpje1goutjb60,JFPI,0
20241213,srvpje1goutjb60,JFRO,0
20241213,srvpje1goutjb60,JFRR,0
20241213,srvpje1goutjb60,JFTO,0
20241213,srvpje1goutjb60,MBA,0
20241213,srvpje1goutjb60,PSS,0
20241213,srvpje1goutjb60,PjeDS,6682
20241213,srvpje1goutjb60,PjeDspace,0
20241213,srvpje1goutjb60,PjeLogDS,65
20241213,srvpje1goutjb60,STM,0
20241213,srvpje1goutjb60,TBT,0
20241213,srvpje1goutjb60,TRF1,0
20241213,srvpje1goutjb60,UBE,0
20241213,srvpje1goutjb60,UDI,0
20241213,srvpje1gprv,ILS,0
20241213,srvpje1gprv,JFAC,0
20241213,srvpje1gprv,JFAM,0
20241213,srvpje1gprv,JFAP,0
20241213,srvpje1gprv,JFBA,0
20241213,srvpje1gprv,JFDF,0
20241213,srvpje1gprv,JFGO,0
20241213,srvpje1gprv,JFMA,0
20241213,srvpje1gprv,JFMG,0
20241213,srvpje1gprv,JFMT,0
20241213,srvpje1gprv,JFO,0
20241213,srvpje1gprv,JFPA,0
20241213,srvpje1gprv,JFPI,0
20241213,srvpje1gprv,JFRO,0
20241213,srvpje1gprv,JFRR,0
20241213,srvpje1gprv,JFTO,0
20241213,srvpje1gprv,MBA,0
20241213,srvpje1gprv,PSS,0
20241213,srvpje1gprv,PjeDS,960
20241213,srvpje1gprv,PjeLogDS,57
20241213,srvpje1gprv,PjePostgresServico,403
20241213,srvpje1gprv,PjePostgresServicoEscrita,0
20241213,srvpje1gprv,STM,0
20241213,srvpje1gprv,TBT,0
20241213,srvpje1gprv,TRF1,0
20241213,srvpje1gprv,UBE,0
20241213,srvpje1gprv,UDI,0
20241213,srvpje1gqtz,ILS,0
20241213,srvpje1gqtz,JFAC,0
20241213,srvpje1gqtz,JFAM,0
20241213,srvpje1gqtz,JFAP,0
20241213,srvpje1gqtz,JFBA,0
20241213,srvpje1gqtz,JFDF,0
20241213,srvpje1gqtz,JFGO,0
20241213,srvpje1gqtz,JFMA,0
20241213,srvpje1gqtz,JFMG,0
20241213,srvpje1gqtz,JFMT,0
20241213,srvpje1gqtz,JFO,0
20241213,srvpje1gqtz,JFPA,0
20241213,srvpje1gqtz,JFPI,0
20241213,srvpje1gqtz,JFRO,0
20241213,srvpje1gqtz,JFRR,0
